target,time_bjd,raw_flux,flux_err,session_id,is_real_data
CoRoT-2,2461261.7214571526,0.9378585570577276,0.017050306850605657,session_01,True
CoRoT-2,2461261.7270669327,4.319723858148967,0.5335964077507211,session_01,True
CoRoT-2,2461261.728296215,1.0621414429422724,0.17042162716762294,session_01,True
CoRoT-2,2461261.729526794,0.7935100621889833,0.17913944875876092,session_01,True
Qatar-1,2461270.8505776157,0.9829983690317053,0.008092605810105756,session_01,True
Qatar-1,2461270.85226228,0.9970676569019192,0.011133305579841529,session_01,True
Qatar-1,2461270.854360972,0.9894524496665233,0.010984533424932748,session_01,True
Qatar-1,2461270.856437014,0.9922396348301005,0.01106380506346166,session_01,True
Qatar-1,2461270.8585130554,0.9854733536339623,0.011102773400810615,session_01,True
Qatar-1,2461270.8606127547,0.9891502763287093,0.011042370750088987,session_01,True
Qatar-1,2461270.8626779397,1.0024490129711894,0.011246873156175159,session_01,True
Qatar-1,2461270.864765417,1.006628940676941,0.008188315558758156,session_01,True
Qatar-1,2461270.866842292,0.9924547120283161,0.00814408005941796,session_01,True
Qatar-1,2461270.8689291202,0.9995985975323357,0.011157932319136908,session_01,True
Qatar-1,2461270.871016551,0.9989416752037953,0.011213886193465769,session_01,True
Qatar-1,2461270.873104734,1.0013116422891155,0.0110979337564502,session_01,True
Qatar-1,2461270.8751929514,0.9969224127377029,0.011190824165983302,session_01,True
Qatar-1,2461270.8772791433,0.9947758986517191,0.01112978204279757,session_01,True
Qatar-1,2461270.8793422338,1.0089877846728452,0.011248143193589688,session_01,True
Qatar-1,2461270.8814304513,1.002651231671217,0.008179291407319005,session_01,True
Qatar-1,2461270.8835181827,1.0007888943940226,0.008221077897221875,session_01,True
Qatar-1,2461270.8855925696,1.003499180777124,0.008178935081778884,session_01,True
Qatar-1,2461270.8876914005,0.9944276133923402,0.00821114237581941,session_01,True
Qatar-1,2461270.88978022,0.9892310436216495,0.00859513997391041,session_01,True
Qatar-1,2461270.89184375,0.9941021289683666,0.008180693454573075,session_01,True
Qatar-1,2461270.893931331,1.0090051157162578,0.008270453050542885,session_01,True
Qatar-1,2461270.8960182522,1.0025048821088347,0.00871197772696031,session_01,True
Qatar-1,2461270.8981057988,1.005233691591572,0.00873745034213339,session_01,True
Qatar-1,2461270.9001833913,1.0091854428852411,0.00877477222855887,session_01,True
Qatar-1,2461270.902270544,1.0043149899783326,0.00872779735893444,session_01,True
Qatar-1,2461270.904358345,1.0114036402264495,0.00876889279015295,session_01,True
Qatar-1,2461270.906435556,0.9975485101165712,0.00834417340580957,session_01,True
Qatar-1,2461270.908510405,0.9808332677361418,0.008621922248667004,session_01,True
Qatar-1,2461270.910609236,1.008833139481975,0.008753182158715024,session_01,True
Qatar-1,2461270.9126855787,0.9995724906863441,0.0087326606184711,session_01,True
Qatar-1,2461270.914761354,0.9846439239908908,0.008682523260316674,session_01,True
Qatar-1,2461270.9168495024,1.0213337022581237,0.008412759489063006,session_01,True
Qatar-1,2461270.9189264234,1.025168732931833,0.008493555382372094,session_01,True
Qatar-1,2461270.9210249307,1.0026635623475746,0.008349955002330461,session_01,True
Qatar-1,2461270.9231010415,1.0180806591206024,0.008468489288723832,session_01,True
Qatar-1,2461270.925176609,1.017865558786688,0.008436356173574973,session_01,True
Qatar-1,2461270.927264514,1.0124188386401252,0.008419442386568362,session_01,True
Qatar-1,2461270.929363993,1.0066184887273184,0.008411148972533306,session_01,True
Qatar-1,2461270.9314284027,1.0140669541298144,0.008490410371871163,session_01,True
Qatar-1,2461270.933516215,1.007575675719023,0.008417534444017678,session_01,True
Qatar-1,2461270.935604433,1.002141241433241,0.008400331517618431,session_01,True
Qatar-1,2461270.9376830324,1.0003163841065161,0.00841646765458639,session_01,True
Qatar-1,2461270.939760324,1.0046963795575186,0.008457633213874856,session_01,True
Qatar-1,2461270.9418480787,1.0089543964835748,0.008478475932811888,session_01,True
Qatar-1,2461270.9439361575,1.0042274960486477,0.008475165103620369,session_01,True
Qatar-1,2461270.94602353,1.0096896708919652,0.008510274981013857,session_01,True
Qatar-1,2461270.948099271,1.0021287071459988,0.008476107245004047,session_01,True
Qatar-1,2461270.9501765044,1.0,0.008468416648873113,session_01,True
Qatar-1,2461270.9522641203,1.0022365123944608,0.008400864474266934,session_01,True
Qatar-1,2461270.954350139,0.9987652906781767,0.00844405578696244,session_01,True
Qatar-1,2461270.956426551,0.9941155464667953,0.008497234340784534,session_01,True
Qatar-1,2461270.9585144445,0.9990871257938165,0.008459892074048158,session_01,True
Qatar-1,2461270.960602581,1.0390704708594434,0.008784878524131354,session_01,True
Qatar-1,2461270.9626802313,1.0818714209654074,0.009202288355287936,session_01,True
Qatar-1,2461270.9647803586,1.0871034956950354,0.009184166562654963,session_01,True
Qatar-1,2461270.966845428,0.9694022112178892,0.008305108308732299,session_01,True
Qatar-1,2461270.9689444443,0.9756668495095929,0.008329842695744655,session_01,True
Qatar-1,2461270.9710215856,0.9962639193579648,0.008446110182835045,session_01,True
Qatar-1,2461270.973099016,0.9836401265701893,0.008406372032949304,session_01,True
Qatar-1,2461270.9751760415,0.9662060749887441,0.008330039456249348,session_01,True
Qatar-1,2461270.9772620485,0.9811521873480209,0.008432958534019678,session_01,True
Qatar-1,2461270.9793509026,0.982144904293704,0.008479037994198186,session_01,True
Qatar-1,2461270.9814265626,0.97907566199038,0.008513366754650345,session_01,True
Qatar-1,2461270.9835146526,1.0146528385176306,0.008670526895969831,session_01,True
Qatar-1,2461270.98560331,0.9930594287611747,0.008628704980986657,session_01,True
Qatar-1,2461270.9876794443,0.9895589599682663,0.008553886735467532,session_01,True
Qatar-1,2461270.989778935,0.2516713575728288,0.002209947998081253,session_01,True
Qatar-1,2461270.991842454,0.24669671219592895,0.0021671771783123117,session_01,True
Qatar-1,2461270.9939306597,0.2530852847554249,0.002212219212232122,session_01,True
Qatar-1,2461270.996018426,0.1823467358994399,0.001571910912851785,session_01,True
TrES-3,2461262.75463228,0.6547778721999873,0.08081848622723499,session_01,True
TrES-3,2461262.7564453473,6.906633275892202,0.8077997246244906,session_01,True
TrES-3,2461262.7585144443,1.0541526217627861,0.37111823659998133,session_01,True
TrES-3,2461262.7626956827,0.9458473782372139,1.1833287851383376,session_01,True
TrES-5,2461269.887384259,0.9828448609982768,0.0025,session_01,False
TrES-5,2461269.891560707,0.9794711073780494,0.0025,session_01,False
TrES-5,2461269.8957371544,0.9828265264052575,0.0025,session_01,False
TrES-5,2461269.899913602,0.9856201743880566,0.0025,session_01,False
TrES-5,2461269.904090049,0.9951385960975174,0.0025,session_01,False
TrES-5,2461269.908266497,0.99431603301385,0.0025,session_01,False
TrES-5,2461269.9124429445,0.9928235319111117,0.0025,session_01,False
TrES-5,2461269.916619392,0.998469134504733,0.0025,session_01,False
TrES-5,2461269.9207958397,1.0016662911355916,0.0025,session_01,False
TrES-5,2461269.9249722874,1.003631492431828,0.0025,session_01,False
TrES-5,2461269.929148735,0.9992111286979662,0.0025,session_01,False
TrES-5,2461269.9333251826,1.0059588555731533,0.0025,session_01,False
TrES-5,2461269.93750163,1.0086142960855484,0.0025,session_01,False
TrES-5,2461269.9416780774,1.008188345543132,0.0025,session_01,False
TrES-5,2461269.945854525,1.00722301802389,0.0025,session_01,False
TrES-5,2461269.9500309727,1.0053006923960075,0.0025,session_01,False
TrES-5,2461269.9542074203,1.0090038230956886,0.0025,session_01,False
TrES-5,2461269.958383868,1.0095575094771665,0.0025,session_01,False
TrES-5,2461269.9625603156,1.010259749135135,0.0025,session_01,False
TrES-5,2461269.9667367633,1.0088126086750613,0.0025,session_01,False
TrES-5,2461269.9709132104,1.014701683494729,0.0025,session_01,False
TrES-5,2461269.975089658,1.01437073671114,0.0025,session_01,False
TrES-5,2461269.9792661057,1.0157376647803915,0.0025,session_01,False
TrES-5,2461269.9834425533,1.0119921572989055,0.0025,session_01,False
TrES-5,2461269.987619001,1.0159518209973686,0.0025,session_01,False
TrES-5,2461269.9917954486,1.0161839169066125,0.0025,session_01,False
TrES-5,2461269.995971896,1.016315562704149,0.0025,session_01,False
TrES-5,2461270.000148344,1.0067594867784588,0.0025,session_01,False
TrES-5,2461270.004324791,1.0180642441710948,0.0025,session_01,False
TrES-5,2461270.0085012387,1.017182258010041,0.0025,session_01,False
TrES-5,2461270.0126776863,1.0209378627005548,0.0025,session_01,False
TrES-5,2461270.016854134,1.019179673043126,0.0025,session_01,False
TrES-5,2461270.0210305816,1.019491935102217,0.0025,session_01,False
TrES-5,2461270.025207029,1.0173471384446933,0.0025,session_01,False
TrES-5,2461270.029383477,1.020313985734939,0.0025,session_01,False
TrES-5,2461270.0335599245,1.018783448848895,0.0025,session_01,False
TrES-5,2461270.0377363716,1.0203213379053138,0.0025,session_01,False
TrES-5,2461270.0419128193,1.0213684407840813,0.0025,session_01,False
TrES-5,2461270.046089267,1.0246428098048985,0.0025,session_01,False
TrES-5,2461270.0502657145,1.0267494817601592,0.0025,session_01,False
TrES-5,2461270.054442162,1.0246243164499051,0.0025,session_01,False
TrES-5,2461270.05861861,1.01850940136513,0.0025,session_01,False
TrES-5,2461270.0627950574,1.0275507686051453,0.0025,session_01,False
TrES-5,2461270.066971505,1.0256978989223904,0.0025,session_01,False
TrES-5,2461270.071147952,1.0271974162139106,0.0025,session_01,False
TrES-5,2461270.0753244,1.0298868034682156,0.0025,session_01,False
TrES-5,2461270.0795008475,1.028556131442173,0.0025,session_01,False
TrES-5,2461270.083677295,1.0244846636679372,0.0025,session_01,False
TrES-5,2461270.0878537428,1.0277915053882969,0.0025,session_01,False
TrES-5,2461270.0920301904,1.0229862605851694,0.0025,session_01,False
TrES-5,2461270.096206638,1.026289559225242,0.0025,session_01,False
TrES-5,2461270.1003830857,1.0310908784951125,0.0025,session_01,False
TrES-5,2461270.104559533,1.0279935951712582,0.0025,session_01,False
TrES-5,2461270.1087359805,1.0310950589151728,0.0025,session_01,False
TrES-5,2461270.112912428,1.0299549489404773,0.0025,session_01,False
TrES-5,2461270.1170888757,1.0292929047863508,0.0025,session_01,False
TrES-5,2461270.1212653234,1.0373781508362305,0.0025,session_01,False
TrES-5,2461270.125441771,1.0297132510428908,0.0025,session_01,False
TrES-5,2461270.1296182186,1.0328370438416365,0.0025,session_01,False
TrES-5,2461270.133794666,1.0367546801956689,0.0025,session_01,False
TrES-5,2461270.1379711134,1.033710223011601,0.0025,session_01,False
TrES-5,2461270.142147561,1.0372426296009118,0.0025,session_01,False
TrES-5,2461270.1463240087,1.036385308224984,0.0025,session_01,False
TrES-5,2461270.1505004563,1.0404618663757206,0.0025,session_01,False
TrES-5,2461270.154676904,1.0346331226394494,0.0025,session_01,False
TrES-5,2461270.1588533516,1.0356991172747658,0.0025,session_01,False
TrES-5,2461270.1630297992,1.0398674336523615,0.0025,session_01,False
TrES-5,2461270.1672062464,1.0368172104197348,0.0025,session_01,False
TrES-5,2461270.171382694,1.0431452892717101,0.0025,session_01,False
TrES-5,2461270.1755591417,1.0389097261591862,0.0025,session_01,False
TrES-5,2461270.1797355893,1.0385560212546454,0.0025,session_01,False
TrES-5,2461270.183912037,1.0390528314285585,0.0025,session_01,False
TrES-5,2461270.1880884846,1.0382969124113801,0.0025,session_01,False
