target,time_bjd,raw_flux,flux_err,session_id,is_real_data
WASP-2,2461263.7878819443,0.9828600464797261,0.0025,session_01,False
WASP-2,2461263.792075667,0.9876477044464551,0.0025,session_01,False
WASP-2,2461263.7962693903,0.9870177444264354,0.0025,session_01,False
WASP-2,2461263.800463113,0.9941028895235732,0.0025,session_01,False
WASP-2,2461263.804656836,0.9958467888831336,0.0025,session_01,False
WASP-2,2461263.808850559,0.9989007273650313,0.0025,session_01,False
WASP-2,2461263.813044282,1.0065597793677412,0.0025,session_01,False
WASP-2,2461263.817238005,1.007518936663983,0.0025,session_01,False
WASP-2,2461263.821431728,1.00966129939765,0.0025,session_01,False
WASP-2,2461263.825625451,1.0101713180464644,0.0025,session_01,False
WASP-2,2461263.8298191736,1.0123773761570078,0.0025,session_01,False
WASP-2,2461263.8340128968,1.018819960620814,0.0025,session_01,False
WASP-2,2461263.8382066195,1.0184687745770953,0.0025,session_01,False
WASP-2,2461263.8424003427,1.0172150975058767,0.0025,session_01,False
WASP-2,2461263.8465940654,1.0245185986793628,0.0025,session_01,False
WASP-2,2461263.8507877886,1.0268944930758483,0.0025,session_01,False
WASP-2,2461263.8549815114,1.0259769960591276,0.0025,session_01,False
WASP-2,2461263.8591752346,1.026206069311276,0.0025,session_01,False
WASP-2,2461263.8633689573,1.0247118922099805,0.0025,session_01,False
WASP-2,2461263.86756268,1.0301464473852855,0.0025,session_01,False
WASP-2,2461263.8717564032,1.0277998408073379,0.0025,session_01,False
WASP-2,2461263.875950126,1.0322025628551281,0.0025,session_01,False
WASP-2,2461263.880143849,1.0359501636538202,0.0025,session_01,False
WASP-2,2461263.884337572,1.0312911188020015,0.0025,session_01,False
WASP-2,2461263.888531295,1.0370550385591581,0.0025,session_01,False
WASP-2,2461263.892725018,1.0438299081693094,0.0025,session_01,False
WASP-2,2461263.896918741,1.0401837565944265,0.0025,session_01,False
WASP-2,2461263.901112464,1.0392575316042432,0.0025,session_01,False
WASP-2,2461263.9053061865,1.0444775886114894,0.0025,session_01,False
WASP-2,2461263.9094999097,1.0448974896632128,0.0025,session_01,False
WASP-2,2461263.9136936325,1.0501045923416448,0.0025,session_01,False
WASP-2,2461263.9178873557,1.047127239160021,0.0025,session_01,False
WASP-2,2461263.9220810784,1.0480745752996035,0.0025,session_01,False
WASP-2,2461263.9262748016,1.0479058202221032,0.0025,session_01,False
WASP-2,2461263.9304685243,1.0487094621362212,0.0025,session_01,False
