target,time_bjd,raw_flux,flux_err,session_id,is_real_data
HAT-P-10,2461288.821111111,0.9895291637473307,0.0025,session_01,False
HAT-P-10,2461288.825312792,0.9925636847870409,0.0025,session_01,False
HAT-P-10,2461288.8295144723,0.995951441839671,0.0025,session_01,False
HAT-P-10,2461288.833716153,0.997160003667473,0.0025,session_01,False
HAT-P-10,2461288.8379178336,1.0022179753343239,0.0025,session_01,False
HAT-P-10,2461288.8421195145,1.0040471584180939,0.0025,session_01,False
HAT-P-10,2461288.846321195,1.0069477855886941,0.0025,session_01,False
HAT-P-10,2461288.850522876,1.0024537945909744,0.0025,session_01,False
HAT-P-10,2461288.854724556,1.012356307481856,0.0025,session_01,False
HAT-P-10,2461288.858926237,1.015863889546497,0.0025,session_01,False
HAT-P-10,2461288.8631279175,1.014398927564837,0.0025,session_01,False
HAT-P-10,2461288.8673295984,1.0181722063541558,0.0025,session_01,False
HAT-P-10,2461288.871531279,1.0236840627069508,0.0025,session_01,False
HAT-P-10,2461288.8757329597,1.0225065702464258,0.0025,session_01,False
HAT-P-10,2461288.8799346406,1.0277841897008688,0.0025,session_01,False
HAT-P-10,2461288.884136321,1.026177140047005,0.0025,session_01,False
HAT-P-10,2461288.888338002,1.0286438131497602,0.0025,session_01,False
HAT-P-10,2461288.8925396823,1.03642496314626,0.0025,session_01,False
HAT-P-10,2461288.896741363,1.0366805475897762,0.0025,session_01,False
HAT-P-10,2461288.9009430436,1.0363239238890494,0.0025,session_01,False
HAT-P-10,2461288.9051447245,1.0400265085626634,0.0025,session_01,False
HAT-P-10,2461288.909346405,1.0457527496527084,0.0025,session_01,False
HAT-P-10,2461288.913548086,1.044479609256941,0.0025,session_01,False
HAT-P-10,2461288.9177497663,1.0477495565716402,0.0025,session_01,False
HAT-P-10,2461288.921951447,1.0471718448632228,0.0025,session_01,False
HAT-P-10,2461288.9261531276,1.047708866648603,0.0025,session_01,False
HAT-P-10,2461288.9303548085,1.0499238169934137,0.0025,session_01,False
HAT-P-10,2461288.9345564893,1.0503623941593832,0.0025,session_01,False
HAT-P-10,2461288.9387581698,1.053608134656268,0.0025,session_01,False
HAT-P-10,2461288.9429598507,1.0581341090017002,0.0025,session_01,False
HAT-P-10,2461288.947161531,1.058320832608493,0.0025,session_01,False
HAT-P-10,2461288.951363212,1.0542187852362728,0.0025,session_01,False
HAT-P-10,2461288.9555648924,1.0549981911466688,0.0025,session_01,False
HAT-P-10,2461288.9597665733,1.0583931107153683,0.0025,session_01,False
HAT-P-10,2461288.9639682537,1.0604392952643587,0.0025,session_01,False
HAT-P-10,2461288.9681699346,1.0590159068899083,0.0025,session_01,False
HAT-P-10,2461288.972371615,1.0609229980120054,0.0025,session_01,False
HAT-P-10,2461288.976573296,1.061691003390759,0.0025,session_01,False
HAT-P-10,2461288.9807749763,1.0647624700390967,0.0025,session_01,False
